Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
71449;1066064;3.69E+16;2.48E+16;1.49E+16;7.40E+15;72753;3.02E+16;7.09E+15;9.82E+15;7.90E+15;;5.17E+15;1.42E+16;6.67E+15;9.92E+15;BARBUNYA
71456;1.01E+16;3.75E+16;2.44E+15;1.53E+15;7.58E+14;72262;3.02E+15;8.02E+15;9.89E+15;8.88E+15;;5.24E+15;1.36E+15;6.48E+15;9.93E+15;BARBUNYA
71461;1013813;3.41E+16;2.68E+15;1.28E+16;6.21E+15;72475;3.02E+15;7.88E+15;9.86E+15;8.74E+15;8.84E+15;4.78E+15;1.80E+15;7.81E+15;9.96E+15;BARBUNYA
71475;1.05E+16;3.78E+16;2.42E+15;1.56E+16;7.69E+14;72499;3.02E+15;7.83E+15;9.86E+15;8.13E+15;;5.29E+15;1.32E+16;6.36E+15;9.95E+15;BARBUNYA
71482;1073571;3.80E+14;2.40E+16;1.58E+16;7.74E+15;72843;3.02E+16;8.01E+14;9.81E+15;7.79E+15;7.94E+15;5.31E+16;1.31E+15;6.31E+15;9.97E+15;BARBUNYA
71482;1028478;3.68E+15;2.49E+15;1.48E+16;7.37E+15;72669;3.02E+16;7.35E+15;9.84E+15;8.49E+15;;5.15E+16;1.43E+16;6.71E+15;9.94E+15;BARBUNYA
71483;1.05E+16;3.88E+15;2.35E+16;1.65E+16;7.96E+15;72503;3.02E+15;7.61E+15;9.86E+15;8.17E+15;7.77E+15;5.43E+15;1.22E+16;6.03E+15;9.98E+15;BARBUNYA
71483;1093388;3.72E+15;2.45E+16;1.52E+16;7.52E+15;72960;3.02E+15;7.20E+15;9.80E+15;7.51E+15;8.11E+15;5.21E+15;1.39E+16;6.57E+15;9.98E+15;BARBUNYA
71493;1036269;3.87E+16;2.36E+16;1.64E+14;7.93E+15;72432;3.02E+15;7.67E+15;9.87E+15;8.37E+15;7.80E+14;5.41E+15;1.23E+16;6.08E+15;9.97E+15;BARBUNYA
71525;1042205;3.65E+16;2.50E+16;1.46E+15;7.29E+15;72758;3.02E+15;7.52E+15;9.83E+15;8.27E+15;8.26E+15;5.11E+14;1.47E+15;6.83E+15;9.98E+15;BARBUNYA
71536;102047;3.42E+16;2.67E+15;1.28E+16;6.24E+15;72443;3.02E+16;7.90E+14;9.87E+15;8.63E+15;;4.78E+16;1.79E+15;7.79E+15;9.97E+15;BARBUNYA
71556;1.08E+16;4.05E+15;2.26E+15;1.79E+16;8.29E+15;72868;3.02E+15;7.13E+15;9.82E+15;7.76E+15;7.46E+15;5.65E+15;1.08E+16;5.57E+15;9.96E+15;BARBUNYA
71587;1.13E+16;3.77E+15;2.42E+15;1.56E+14;7.66E+15;73128;3.02E+15;7.06E+15;9.79E+15;7.05E+15;;5.27E+15;1.33E+16;6.40E+15;9.97E+15;BARBUNYA
71598;1066952;4.00E+16;2.29E+16;1.75E+16;8.20E+15;72858;3.02E+15;6.64E+15;9.83E+15;7.90E+15;7.55E+15;5.59E+14;1.12E+15;5.70E+15;9.96E+15;BARBUNYA
71601;1107086;3.99E+15;2.29E+15;1.74E+16;8.19E+15;73088;3.02E+16;6.44E+15;9.80E+15;7.34E+15;7.56E+15;5.58E+14;1.12E+16;5.72E+15;9.96E+14;BARBUNYA
71606;1026442;3.86E+15;2.37E+16;1.63E+14;7.90E+15;72418;3.02E+16;7.76E+15;9.89E+15;8.54E+15;;5.39E+15;1.24E+16;6.11E+15;9.97E+14;BARBUNYA
71608;1065545;3.93E+14;2.33E+15;1.69E+16;8.06E+15;72706;3.02E+16;7.02E+15;9.85E+15;7.93E+15;;5.49E+15;1.18E+16;5.89E+14;9.95E+15;BARBUNYA
71613;119563;3.88E+15;2.36E+16;1.65E+16;7.95E+15;72987;3.02E+16;7.81E+15;9.81E+15;6.30E+15;;5.42E+15;1.22E+16;6.04E+15;9.95E+15;BARBUNYA
71643;1058745;3.84E+15;2.38E+16;1.62E+15;7.85E+15;72779;3.02E+16;7.26E+15;9.84E+15;8.03E+13;7.86E+15;5.36E+15;1.26E+16;6.18E+15;9.98E+15;BARBUNYA
71656;1097198;3.74E+15;2.45E+16;1.52E+16;7.55E+15;73142;3.02E+15;8.03E+15;9.80E+15;7.48E+15;8.08E+14;5.22E+15;1.37E+15;6.53E+15;9.95E+14;BARBUNYA
71674;1.02E+16;3.73E+15;2.46E+15;1.51E+16;7.51E+15;72554;3.02E+15;6.75E+15;9.88E+15;8.67E+14;8.11E+15;5.20E+15;1.39E+16;6.57E+15;9.95E+15;BARBUNYA
71682;1058192;3.88E+16;2.36E+16;1.64E+16;7.93E+15;72768;3.02E+16;7.65E+15;9.85E+15;8.04E+15;7.78E+15;5.42E+15;1.23E+16;6.06E+15;9.94E+15;BARBUNYA
71694;1119481;3.85E+13;2.39E+16;1.61E+16;7.85E+15;73042;3.02E+16;7.58E+15;9.82E+15;7.19E+15;7.85E+15;5.37E+16;1.26E+16;6.16E+15;9.94E+15;BARBUNYA
71703;1088317;3.72E+16;2.46E+16;1.51E+16;7.49E+15;73141;3.02E+16;7.75E+15;9.80E+15;7.61E+15;8.12E+14;5.19E+14;1.39E+15;6.59E+15;9.95E+15;BARBUNYA
71717;1062753;4.16E+15;2.21E+15;1.88E+16;8.48E+15;72675;3.02E+15;6.79E+15;9.87E+15;7.98E+15;7.27E+15;5.80E+16;9.99E+15;5.29E+15;9.96E+14;BARBUNYA
71742;1.06E+16;3.60E+15;2.54E+16;1.42E+16;7.08E+15;73033;3.02E+16;7.30E+15;9.82E+15;8.06E+15;8.39E+15;5.02E+15;1.54E+16;7.04E+15;9.98E+15;BARBUNYA
71775;1027656;3.53E+16;2.60E+16;1.36E+16;6.78E+15;72769;3.02E+15;8.15E+15;9.86E+15;8.54E+15;8.55E+15;4.92E+14;1.63E+16;7.32E+15;9.95E+15;BARBUNYA
71797;1065587;3.67E+16;2.50E+15;1.47E+15;7.32E+15;73023;3.02E+16;6.95E+15;9.83E+15;7.95E+15;;5.11E+15;1.45E+16;6.79E+14;9.96E+15;BARBUNYA
71881;1073977;3.76E+16;2.44E+16;1.54E+16;7.61E+15;73314;3.03E+13;7.81E+15;9.80E+15;7.83E+15;8.04E+15;5.23E+15;1.35E+16;6.47E+15;9.98E+15;BARBUNYA
71892;1.07E+16;3.63E+15;2.53E+16;1.43E+16;7.17E+15;73244;3.03E+16;7.19E+15;9.82E+15;7.94E+15;8.32E+15;5.06E+15;1.50E+16;6.93E+13;9.94E+15;BARBUNYA
71896;1.08E+16;3.61E+15;2.55E+16;1.42E+16;7.08E+15;73431;3.03E+16;7.18E+15;9.79E+15;7.74E+15;8.39E+15;5.02E+15;1.53E+16;7.04E+15;9.97E+15;BARBUNYA
71897;1.09E+16;3.90E+16;2.35E+16;1.66E+16;7.98E+15;73373;3.03E+15;7.19E+15;9.80E+15;7.57E+15;;5.42E+15;1.21E+16;6.02E+14;9.98E+15;BARBUNYA
71898;1074336;3.69E+16;2.49E+16;1.48E+16;7.38E+15;73105;3.03E+16;7.51E+14;9.83E+15;7.83E+15;;5.14E+15;1.43E+16;6.71E+14;9.95E+15;BARBUNYA
71940;103377;3.99E+16;2.30E+16;1.73E+15;8.17E+15;72706;3.03E+16;7.69E+15;9.89E+15;8.46E+14;;5.55E+14;1.13E+16;5.74E+15;9.95E+15;BARBUNYA
71970;1065618;3.79E+15;2.42E+16;1.57E+16;7.70E+15;73218;3.03E+16;7.43E+15;9.83E+15;7.96E+15;7.98E+15;5.27E+15;1.32E+16;6.37E+15;9.99E+15;BARBUNYA
71973;1022505;3.80E+15;2.42E+15;1.57E+16;7.70E+15;72745;3.03E+16;8.03E+15;9.89E+15;8.65E+15;7.97E+15;5.28E+15;1.31E+16;6.35E+15;9.97E+15;BARBUNYA
71992;1052401;3.76E+16;2.44E+16;1.54E+16;7.62E+15;73278;3.03E+16;7.73E+15;9.82E+15;8.17E+14;8.04E+15;5.23E+15;1.35E+16;6.47E+14;9.98E+15;BARBUNYA
72021;1065356;3.89E+15;2.37E+16;1.64E+16;7.92E+15;73318;3.03E+16;7.05E+15;9.82E+15;7.97E+15;7.79E+15;5.39E+15;1.23E+16;6.08E+15;9.96E+15;BARBUNYA
72026;1.09E+16;4.02E+16;2.29E+15;1.75E+16;8.22E+14;73422;3.03E+15;8.09E+14;9.81E+15;7.62E+15;;5.59E+15;1.11E+15;5.66E+15;9.94E+15;BARBUNYA
72044;1.01E+16;3.80E+16;2.43E+16;1.57E+15;7.69E+14;72712;3.03E+16;7.35E+15;9.91E+15;8.88E+15;7.97E+15;5.28E+15;1.31E+16;6.34E+15;9.93E+15;BARBUNYA
72049;1.07E+16;3.77E+15;2.44E+15;1.55E+16;7.63E+15;73185;3.03E+16;7.22E+15;9.84E+14;7.98E+15;8.03E+15;5.24E+15;1.34E+16;6.44E+15;9.96E+15;BARBUNYA
72059;1082571;3.66E+16;2.51E+15;1.46E+16;7.28E+14;73183;3.03E+14;7.36E+15;9.85E+15;7.73E+15;;5.09E+15;1.46E+16;6.83E+15;9.97E+14;BARBUNYA
72063;1078081;3.69E+15;2.50E+16;1.48E+16;7.36E+15;73332;3.03E+15;7.36E+15;9.83E+15;7.79E+15;;5.12E+15;1.43E+16;6.73E+15;9.94E+15;BARBUNYA
72092;1062088;3.47E+16;2.65E+15;1.31E+16;6.44E+15;73330;3.03E+16;7.53E+15;9.83E+15;8.03E+15;8.74E+15;4.81E+16;1.73E+16;7.64E+15;9.99E+15;BARBUNYA
72102;1072061;3.78E+15;2.44E+16;1.55E+16;7.64E+15;73400;3.03E+15;7.08E+15;9.82E+14;7.88E+15;8.02E+14;5.24E+15;1.34E+16;6.44E+14;9.98E+15;BARBUNYA
72133;1.07E+16;3.92E+16;2.36E+16;1.66E+15;7.99E+15;73453;3.03E+15;7.05E+15;9.82E+15;7.97E+14;;5.44E+16;1.20E+16;5.97E+15;9.93E+14;BARBUNYA
72181;1099699;4.01E+15;2.31E+16;1.74E+16;8.17E+15;73688;3.03E+16;7.14E+15;9.80E+15;7.50E+15;7.56E+15;5.55E+16;1.12E+15;5.72E+15;9.92E+15;BARBUNYA
72205;1085425;3.76E+13;2.45E+16;1.53E+16;7.57E+15;73563;3.03E+15;7.08E+15;9.82E+15;7.70E+15;;5.21E+15;1.36E+15;6.51E+15;9.96E+15;BARBUNYA
72224;1.08E+16;3.78E+15;2.44E+16;1.55E+16;7.64E+15;73410;3.03E+15;7.15E+15;9.84E+15;7.78E+15;8.03E+15;5.23E+15;1.34E+16;6.44E+15;9.98E+15;BARBUNYA
72252;106096;3.76E+16;2.46E+16;1.53E+16;7.55E+15;73538;3.03E+15;7.58E+15;9.83E+15;8.07E+15;8.07E+15;5.20E+15;1.36E+16;6.51E+15;9.93E+15;BARBUNYA
72255;1.07E+16;3.68E+16;2.52E+16;1.46E+16;7.29E+15;73640;3.03E+16;7.10E+15;9.81E+15;7.97E+15;8.24E+15;5.09E+15;1.45E+16;6.80E+15;9.93E+15;BARBUNYA
72263;1042893;4.00E+16;2.31E+16;1.73E+16;8.16E+15;73011;3.03E+15;7.04E+15;9.90E+15;8.35E+15;7.58E+15;5.53E+15;1.13E+15;5.75E+15;9.96E+15;BARBUNYA
72263;1097796;3.76E+15;2.45E+16;1.53E+16;7.57E+15;73699;3.03E+15;7.19E+15;9.81E+15;7.53E+15;8.08E+15;5.20E+15;1.36E+16;6.52E+15;9.98E+15;BARBUNYA
72268;1077446;3.95E+16;2.33E+16;1.69E+15;8.07E+14;73750;3.03E+15;6.87E+15;9.80E+15;7.82E+15;;5.47E+15;1.17E+16;5.90E+15;9.98E+15;BARBUNYA
72269;1055163;3.60E+15;2.57E+16;1.40E+15;7.01E+15;73565;3.03E+16;8.04E+13;9.82E+15;8.16E+15;8.42E+15;4.98E+15;1.55E+15;7.10E+15;9.94E+15;BARBUNYA
72322;1071542;3.77E+16;2.45E+16;1.54E+16;7.60E+15;73587;3.03E+15;7.20E+15;9.83E+15;7.92E+15;8.05E+15;5.21E+15;1.35E+16;6.48E+15;9.97E+15;BARBUNYA
72327;1036092;4.00E+16;2.31E+16;1.74E+16;8.17E+15;73037;3.03E+16;6.75E+14;9.90E+15;8.47E+15;;5.54E+15;1.13E+16;5.74E+15;9.97E+15;BARBUNYA
72342;1046653;3.88E+16;2.38E+15;1.63E+15;7.90E+15;73305;3.03E+15;8.20E+15;9.87E+15;8.30E+15;;5.37E+15;1.23E+16;6.10E+15;9.96E+15;BARBUNYA
72360;109104;3.70E+16;2.51E+15;1.47E+16;7.35E+15;74162;3.04E+12;7.44E+15;9.76E+15;7.64E+15;8.21E+15;5.11E+15;1.43E+16;6.74E+15;9.94E+15;BARBUNYA
72373;1041799;3.36E+15;2.76E+16;1.22E+16;5.72E+15;73521;;7.87E+15;9.84E+15;;9.04E+15;4.64E+15;1.91E+16;8.17E+14;9.96E+15;BARBUNYA
72379;1060571;3.48E+16;2.67E+15;1.31E+15;6.43E+15;73840;3.04E+16;8.06E+15;9.80E+15;8.09E+15;8.72E+15;4.81E+15;1.72E+16;7.60E+15;9.92E+15;BARBUNYA
72422;1.02E+16;3.49E+15;2.65E+15;1.32E+16;6.51E+15;73542;3.04E+15;7.56E+15;9.85E+14;8.73E+15;8.69E+15;4.83E+15;1.70E+16;7.55E+15;9.95E+15;BARBUNYA
72433;1.09E+16;4.00E+15;2.31E+16;1.73E+16;8.16E+15;73768;3.04E+15;7.08E+15;9.82E+15;7.72E+15;7.59E+15;5.52E+15;1.13E+15;5.77E+15;9.98E+15;BARBUNYA
72511;1130101;4.12E+15;2.25E+15;1.83E+16;8.38E+15;74018;3.04E+16;6.59E+15;9.80E+15;7.13E+15;7.37E+15;5.69E+15;1.03E+16;5.43E+15;9.94E+15;BARBUNYA
72515;1103397;3.86E+16;2.40E+16;1.61E+16;7.83E+15;73844;3.04E+16;6.98E+15;9.82E+15;7.48E+15;7.87E+15;5.32E+15;1.26E+16;6.20E+14;9.97E+15;BARBUNYA
72568;1.07E+16;4.04E+15;2.30E+16;1.76E+15;8.22E+15;73709;3.04E+16;7.98E+15;9.85E+15;7.99E+15;7.53E+15;5.56E+15;1.10E+16;5.67E+15;9.96E+15;BARBUNYA
72624;1080984;3.78E+16;2.47E+15;1.53E+16;7.58E+15;73969;3.04E+16;7.25E+15;9.82E+15;7.81E+15;8.04E+15;5.21E+15;1.34E+15;6.47E+15;9.92E+15;BARBUNYA
72633;1071572;3.82E+15;2.44E+16;1.57E+16;7.70E+15;73795;;7.17E+15;9.84E+15;;;5.25E+15;1.31E+16;6.35E+15;9.95E+15;BARBUNYA
72648;1044995;3.97E+15;2.35E+15;1.69E+15;8.07E+14;73835;3.04E+15;6.88E+14;9.84E+13;8.36E+14;7.66E+15;5.47E+15;1.16E+16;5.86E+15;9.93E+15;BARBUNYA
72651;1068024;3.97E+15;2.33E+14;1.70E+16;8.09E+15;73683;3.04E+16;7.94E+15;9.86E+14;8.00E+15;7.66E+15;5.47E+15;1.16E+16;5.86E+14;9.98E+15;BARBUNYA
72652;1.06E+16;3.95E+16;2.35E+15;1.68E+16;8.04E+15;73772;3.04E+16;7.38E+15;9.85E+15;8.15E+15;;5.43E+16;1.18E+14;5.94E+15;9.98E+15;BARBUNYA
72674;1.02E+16;3.58E+15;2.59E+16;1.38E+16;6.92E+15;73608;3.04E+16;7.22E+15;9.87E+15;8.77E+15;8.49E+15;4.93E+15;1.58E+16;7.21E+15;9.98E+15;BARBUNYA
72741;1.04E+16;3.74E+16;2.49E+16;1.50E+16;7.47E+15;74004;3.04E+15;8.00E+15;9.83E+15;8.52E+15;8.14E+14;5.14E+16;1.39E+16;6.62E+15;9.95E+15;BARBUNYA
72756;1090293;3.66E+15;2.54E+16;1.44E+16;7.21E+15;74089;3.04E+15;8.10E+15;9.82E+15;7.69E+15;;5.03E+15;1.48E+16;6.91E+15;9.98E+15;BARBUNYA
72773;1074004;3.96E+16;2.35E+16;1.69E+16;8.05E+15;73831;3.04E+15;7.47E+15;9.86E+15;7.93E+15;;5.44E+15;1.17E+16;5.91E+15;9.96E+15;BARBUNYA
72775;1047307;3.72E+16;2.49E+16;1.49E+16;7.43E+15;73788;3.04E+15;7.87E+15;9.86E+14;8.34E+15;;5.12E+15;1.41E+16;6.68E+15;9.99E+14;BARBUNYA
72779;1065022;3.61E+15;2.59E+16;1.40E+16;6.98E+15;74246;3.04E+16;7.29E+15;9.80E+15;8.06E+15;8.43E+15;4.96E+15;1.54E+16;7.10E+14;9.92E+15;BARBUNYA
72788;1060865;3.93E+16;2.37E+16;1.66E+16;7.98E+15;73784;3.04E+15;6.96E+15;9.87E+15;8.13E+15;7.74E+15;5.40E+16;1.20E+16;5.99E+15;9.95E+15;BARBUNYA
72828;1.06E+16;3.78E+15;2.46E+16;1.54E+15;7.59E+14;73854;3.05E+16;7.16E+14;9.86E+15;8.18E+13;8.06E+15;5.19E+15;1.35E+16;6.49E+15;9.97E+15;BARBUNYA
72834;107861;3.64E+16;2.55E+16;1.43E+16;7.14E+15;74384;3.05E+16;7.79E+15;9.79E+15;7.87E+15;;5.00E+15;1.51E+15;6.99E+14;9.98E+15;BARBUNYA
72837;1052169;3.72E+16;2.50E+16;1.49E+16;7.40E+15;73876;3.05E+16;7.84E+15;9.86E+15;8.27E+15;8.19E+15;5.11E+16;1.42E+16;6.70E+15;9.97E+15;BARBUNYA
72840;1.06E+16;3.51E+15;2.65E+16;1.33E+15;6.58E+15;74400;3.05E+16;7.58E+15;9.79E+15;8.14E+14;8.67E+15;4.82E+15;1.68E+16;7.51E+14;9.97E+15;BARBUNYA
72912;1.09E+16;3.71E+16;2.51E+15;1.48E+16;7.36E+15;74942;3.05E+16;7.14E+15;9.73E+15;7.71E+15;8.21E+15;5.09E+15;1.43E+16;6.74E+15;9.97E+15;BARBUNYA
72923;1083134;4.07E+16;2.29E+16;1.78E+16;8.26E+15;74095;3.05E+16;6.90E+15;9.84E+15;7.81E+15;;5.58E+15;1.08E+16;5.61E+15;9.95E+15;BARBUNYA
72924;1.04E+16;3.89E+15;2.39E+16;1.63E+16;7.90E+15;73829;3.05E+15;7.25E+15;9.88E+13;8.44E+15;7.83E+14;5.34E+15;1.24E+16;6.12E+15;9.98E+15;BARBUNYA
72937;1113897;3.99E+15;2.33E+15;1.71E+16;8.12E+15;74443;3.05E+14;7.84E+15;9.80E+14;7.39E+15;7.63E+15;5.47E+15;1.15E+16;5.83E+15;9.97E+15;BARBUNYA
72960;1.06E+16;3.83E+15;2.44E+16;1.57E+15;7.70E+15;74227;3.05E+16;7.77E+14;9.83E+15;8.11E+14;7.96E+15;5.25E+15;1.30E+16;6.34E+15;9.94E+15;BARBUNYA
72984;1.09E+16;4.03E+16;2.31E+16;1.74E+16;8.18E+15;74271;3.05E+16;6.75E+15;9.83E+15;7.66E+15;7.57E+15;5.52E+15;1.12E+16;5.73E+15;9.97E+13;BARBUNYA
73021;1.08E+16;3.79E+16;2.46E+16;1.54E+16;7.60E+15;74208;3.05E+15;7.09E+15;9.84E+15;7.85E+15;8.05E+15;5.19E+15;1.34E+16;6.48E+15;9.97E+15;BARBUNYA
73051;1093992;3.75E+15;2.49E+16;1.50E+15;7.47E+15;74371;3.05E+15;7.35E+14;9.82E+15;7.67E+15;8.14E+15;5.13E+15;1.39E+16;6.62E+15;9.96E+15;BARBUNYA
73056;1041289;3.57E+16;2.61E+15;1.36E+16;6.80E+15;74191;3.05E+15;7.42E+14;9.85E+14;8.47E+15;8.55E+15;4.88E+14;1.61E+16;7.31E+15;9.97E+15;BARBUNYA
73064;1.09E+16;3.82E+15;2.44E+16;1.57E+16;7.70E+15;74538;3.05E+16;7.23E+15;9.80E+15;7.69E+15;7.98E+15;5.23E+14;1.31E+16;6.36E+15;9.97E+15;BARBUNYA
73078;1012867;3.78E+15;2.47E+16;1.53E+16;7.57E+14;73829;3.05E+15;7.90E+15;9.90E+15;8.95E+15;;5.17E+14;1.35E+16;6.51E+14;9.96E+15;BARBUNYA
73094;1052343;3.69E+16;2.53E+15;1.46E+16;7.27E+15;74275;3.05E+15;7.76E+15;9.84E+15;8.29E+14;;5.05E+15;1.45E+16;6.83E+15;9.96E+15;BARBUNYA
73097;1.03E+16;3.77E+15;2.49E+16;1.51E+16;7.50E+15;74018;3.05E+16;7.32E+14;9.88E+15;8.68E+15;;5.15E+15;1.37E+16;6.56E+15;9.92E+15;BARBUNYA
73100;1079089;3.80E+16;2.45E+16;1.55E+16;7.64E+15;74217;3.05E+15;7.95E+15;9.85E+15;7.89E+15;8.02E+15;5.20E+15;1.33E+15;6.43E+15;9.97E+15;BARBUNYA
73118;1.06E+16;4.10E+15;2.27E+16;1.80E+16;8.32E+14;74002;3.05E+16;8.06E+15;9.88E+15;8.17E+15;7.43E+15;5.61E+14;1.06E+16;5.53E+14;9.97E+15;BARBUNYA
73129;1.10E+16;3.72E+15;2.51E+16;1.48E+16;7.38E+15;74566;3.05E+16;7.21E+15;9.81E+15;7.54E+15;;5.09E+15;1.42E+15;6.73E+15;9.96E+15;BARBUNYA
73151;1038185;3.57E+15;2.62E+15;1.36E+16;6.79E+14;74289;3.05E+16;7.96E+15;9.85E+15;8.53E+15;8.55E+15;4.88E+15;1.61E+16;7.30E+15;9.95E+15;BARBUNYA
73154;1072009;3.68E+16;2.56E+15;1.44E+16;7.19E+15;74911;3.05E+16;7.52E+15;9.77E+15;8.00E+15;;5.03E+14;1.47E+15;6.88E+15;9.90E+15;BARBUNYA
73187;1095733;3.73E+14;2.51E+16;1.49E+16;7.41E+15;74557;3.05E+16;6.96E+15;9.82E+15;7.66E+15;8.18E+14;5.10E+15;1.41E+16;6.69E+15;9.96E+15;BARBUNYA
73191;1073038;3.85E+15;2.42E+16;1.59E+16;7.77E+15;74320;3.05E+15;6.93E+15;9.85E+15;7.99E+15;7.93E+15;5.26E+14;1.28E+16;6.29E+15;9.99E+15;BARBUNYA
73205;1084621;3.72E+16;2.51E+15;1.48E+16;7.37E+15;74387;3.05E+15;7.63E+15;9.84E+15;7.82E+15;8.21E+15;5.08E+15;1.42E+15;6.74E+15;9.97E+15;BARBUNYA
73215;1.13E+16;3.75E+16;2.50E+15;1.50E+15;7.47E+15;74746;3.05E+16;7.76E+15;9.80E+15;7.14E+15;8.14E+15;5.13E+16;1.39E+16;6.62E+15;9.95E+15;BARBUNYA
73222;10616;4.03E+15;2.32E+15;1.73E+16;8.17E+15;74190;3.05E+16;6.96E+15;9.87E+15;8.16E+15;;5.50E+14;1.12E+16;5.74E+15;9.96E+15;BARBUNYA
73226;1.05E+16;3.65E+16;2.57E+16;1.42E+14;7.11E+15;74288;3.05E+15;8.24E+15;9.86E+15;8.31E+15;;4.99E+16;1.50E+16;6.99E+15;9.94E+15;BARBUNYA
73227;1070181;3.97E+15;2.35E+15;1.69E+16;8.06E+15;74236;3.05E+15;7.95E+15;9.86E+15;8.03E+15;;5.43E+15;1.17E+15;5.91E+15;9.98E+15;BARBUNYA
73235;1.09E+16;4.02E+16;2.33E+16;1.73E+16;8.15E+15;74256;3.05E+16;8.06E+15;9.86E+15;7.73E+15;7.60E+14;5.49E+15;1.13E+16;5.77E+14;9.97E+15;BARBUNYA
73266;1.04E+16;3.79E+15;2.48E+16;1.53E+15;7.57E+15;74227;3.05E+15;7.35E+15;9.87E+15;8.45E+15;8.05E+15;5.18E+15;1.34E+16;6.48E+15;9.93E+13;BARBUNYA
73324;1108382;3.69E+15;2.55E+15;1.45E+15;7.22E+14;75042;3.06E+16;7.88E+15;9.77E+15;7.50E+15;8.28E+15;5.03E+15;1.46E+16;6.86E+15;9.92E+15;BARBUNYA
73333;1.13E+16;4.01E+16;2.34E+16;1.72E+15;8.12E+15;74734;3.06E+15;7.62E+15;9.81E+14;7.25E+15;7.62E+15;5.47E+16;1.14E+16;5.81E+15;9.97E+15;BARBUNYA
73347;1.08E+16;3.64E+16;2.58E+15;1.41E+16;7.06E+15;74564;3.06E+16;8.15E+15;9.84E+15;7.86E+15;8.40E+15;4.96E+16;1.52E+15;7.06E+15;9.96E+15;BARBUNYA
73353;1.06E+16;3.82E+15;2.46E+16;1.55E+16;7.65E+15;74671;3.06E+15;6.78E+15;9.82E+15;8.21E+14;8.00E+15;5.20E+15;1.32E+15;6.41E+15;9.95E+15;BARBUNYA
73393;1088136;3.89E+15;2.41E+16;1.61E+16;7.85E+15;75049;3.06E+14;6.89E+15;9.78E+15;7.79E+15;;5.30E+14;1.24E+16;6.17E+15;9.95E+15;BARBUNYA
73412;105856;3.45E+16;2.71E+15;1.27E+16;6.17E+15;74526;3.06E+16;7.99E+15;9.85E+15;8.23E+15;8.87E+12;4.70E+16;1.79E+16;7.86E+15;9.98E+15;BARBUNYA
73478;1011417;3.76E+15;2.50E+16;1.51E+16;7.48E+15;74153;3.06E+16;7.76E+15;9.91E+15;9.03E+15;;5.12E+15;1.38E+15;6.61E+15;9.97E+15;BARBUNYA
73490;1079891;3.75E+15;2.52E+16;1.49E+16;7.40E+15;74875;3.06E+15;8.05E+15;9.82E+15;7.92E+15;;5.10E+15;1.40E+16;6.67E+15;9.92E+15;BARBUNYA
73499;1071953;3.78E+15;2.48E+15;1.52E+15;7.55E+15;74611;3.06E+16;7.44E+15;9.85E+15;8.04E+15;;5.14E+16;1.36E+16;6.55E+14;9.98E+15;BARBUNYA
73501;1.25E+16;3.54E+16;2.66E+15;1.33E+16;6.62E+15;75625;3.06E+15;6.87E+15;9.72E+15;5.94E+15;;4.82E+15;1.65E+16;7.45E+15;9.95E+15;BARBUNYA
73519;1073069;3.62E+15;2.59E+16;1.40E+16;6.99E+15;75073;3.06E+15;7.70E+15;9.79E+15;8.02E+15;8.45E+15;4.93E+15;1.55E+16;7.14E+15;9.97E+15;BARBUNYA
73569;1080363;3.75E+16;2.51E+16;1.50E+16;7.44E+15;74768;3.06E+16;6.95E+15;9.84E+15;7.92E+15;;5.10E+16;1.40E+16;6.66E+15;9.97E+14;BARBUNYA
73608;1.06E+16;3.92E+15;2.40E+16;1.63E+16;7.90E+14;74612;3.06E+15;7.35E+15;9.87E+15;8.19E+15;7.82E+15;5.32E+15;1.23E+16;6.11E+15;9.96E+15;BARBUNYA
73609;1071166;3.94E+15;2.39E+15;1.65E+16;7.96E+15;74988;3.06E+16;7.64E+15;9.82E+15;8.06E+15;;5.35E+15;1.20E+16;6.04E+15;9.97E+14;BARBUNYA
73611;1116098;3.91E+15;2.41E+15;1.63E+15;7.88E+15;75022;3.06E+16;7.74E+15;9.81E+15;7.43E+15;7.83E+15;5.31E+15;1.23E+16;6.13E+15;9.96E+15;BARBUNYA
73623;1101269;4.29E+15;2.20E+16;1.95E+16;8.59E+15;74981;3.06E+15;7.55E+15;9.82E+14;7.63E+15;7.14E+13;5.82E+15;9.36E+15;5.11E+15;9.96E+15;BARBUNYA
73658;1.09E+16;3.88E+15;2.42E+16;1.60E+16;7.80E+15;74965;3.06E+16;7.99E+15;9.83E+15;7.86E+15;;5.26E+15;1.26E+16;6.24E+14;9.98E+15;BARBUNYA
73664;1072943;3.83E+15;2.46E+16;1.56E+16;7.67E+15;74759;3.06E+15;7.95E+15;9.85E+15;8.04E+15;7.99E+15;5.20E+15;1.31E+16;6.39E+15;9.96E+15;BARBUNYA
73674;1092816;3.78E+15;2.50E+16;1.52E+15;7.51E+15;75048;3.06E+15;8.14E+13;9.82E+15;7.75E+14;;5.13E+15;1.36E+16;6.56E+15;9.94E+15;BARBUNYA
73724;1080903;3.68E+16;2.59E+15;1.42E+16;7.10E+15;75524;3.06E+15;7.32E+15;9.76E+15;7.93E+15;8.33E+15;4.99E+15;1.48E+15;6.95E+15;9.87E+15;BARBUNYA
